Country,Year,Suicide_per_100k
POL,2018,11.1
PRT,1960,11.7
PRT,1961,11.8
PRT,1962,11.1
PRT,1963,12.4
PRT,1964,12.6
PRT,1965,12.6
PRT,1966,12.6
PRT,1967,12.9
PRT,1968,12.3
PRT,1969,11.8
PRT,1970,10.6
PRT,1971,10.9
PRT,1972,10.5
PRT,1973,10.8
PRT,1974,10.7
PRT,1975,10.4
PRT,1976,11
PRT,1977,11.2
PRT,1978,11.6
PRT,1979,12
PRT,1980,9
PRT,1981,9.3
PRT,1982,9.7
PRT,1983,10.9
PRT,1984,11.6
PRT,1985,11.1
PRT,1986,10.6
PRT,1987,10.6
PRT,1988,9
PRT,1989,8.1
PRT,1990,9.3
PRT,1991,10
PRT,1992,9.2
PRT,1993,8.1
PRT,1994,7.9
PRT,1995,8.2
PRT,1996,6.7
PRT,1997,6.2
PRT,1998,5.4
PRT,1999,5.2
PRT,2000,5
PRT,2001,7.1
PRT,2002,11.2
PRT,2003,10.6
PRT,2007,8.9
PRT,2008,9
PRT,2009,8.9
PRT,2010,9.3
PRT,2011,8.6
PRT,2012,9
PRT,2013,8.7
PRT,2014,10.2
PRT,2015,9.3
PRT,2016,8.1
PRT,2017,8.8
PRT,2018,8.2
SVK,1992,16.8
SVK,1993,15.4
SVK,1994,14.3
SVK,1995,15.1
SVK,1996,13.5
SVK,1997,12.9
SVK,1998,13.1
SVK,1999,13.6
SVK,2000,14.2
SVK,2001,13.5
SVK,2002,13.9
SVK,2003,14.3
SVK,2004,12.5
SVK,2005,12.6
SVK,2008,10.7
SVK,2009,10.8
SVK,2010,11.3
SVK,2012,10.2
SVK,2013,10.9
SVK,2014,9.7
ESP,1960,7.2
ESP,1961,6.8
ESP,1962,6.3
ESP,1963,6.3
ESP,1964,6.4
ESP,1965,6.1
ESP,1966,6
ESP,1967,5.8
ESP,1968,5.6
ESP,1969,5.7
ESP,1971,5.6
ESP,1972,5.7
ESP,1973,5.4
ESP,1974,5.1
ESP,1975,4.8
ESP,1976,5.1
ESP,1977,5
ESP,1978,4.9
ESP,1979,5
ESP,1980,5.2
ESP,1981,5.3
ESP,1982,5.7
ESP,1983,6.6
ESP,1984,7.4
ESP,1985,7.4
ESP,1986,7.9
ESP,1987,7.9
ESP,1988,8.2
ESP,1989,8.2
ESP,1990,8
ESP,1991,7.8
ESP,1992,7.4
ESP,1993,8
ESP,1994,8.2
ESP,1995,8
ESP,1996,8.4
ESP,1997,8.4
ESP,1998,8
ESP,1999,7.8
ESP,2000,8.1
ESP,2001,7.4
ESP,2002,7.7
ESP,2003,7.8
ESP,2004,7.7
ESP,2005,7.3
ESP,2006,6.9
ESP,2007,6.7
ESP,2008,7
ESP,2009,6.9
ESP,2010,6.3
ESP,2011,6.3
ESP,2012,6.9
ESP,2013,7.5
ESP,2014,7.6
ESP,2015,6.9
ESP,2016,6.8
ESP,2017,7
SWE,1960,18.4
SWE,1961,17.8
SWE,1962,19.2
SWE,1963,19.2
SWE,1964,20.7
SWE,1965,19.6
SWE,1966,20.9
SWE,1967,22.5
SWE,1968,22.3
SWE,1969,22.9
SWE,1970,23.1
SWE,1971,21.1
SWE,1972,21.1
SWE,1973,21.5
SWE,1974,20.7
SWE,1975,20.2
SWE,1976,19.5
SWE,1977,20.3
SWE,1978,19.6
SWE,1979,21.1
SWE,1980,20
SWE,1981,17.9
SWE,1982,19.8
SWE,1983,19.2
SWE,1984,19.7
SWE,1985,18.1
SWE,1986,18.5
SWE,1987,18.3
SWE,1988,18.8
SWE,1989,18.4
SWE,1990,16.9
SWE,1991,17
SWE,1992,15.4
SWE,1993,15.6
SWE,1994,14.8
SWE,1995,15.1
SWE,1996,13.9
SWE,1997,13.4
SWE,1998,13.6
SWE,1999,13.5
SWE,2000,12.4
SWE,2001,13
SWE,2002,12.9
SWE,2003,12
SWE,2004,12.4
SWE,2005,13.1
SWE,2006,12.7
SWE,2007,11.9
SWE,2008,12.2
SWE,2009,12.9
SWE,2010,11.7
SWE,2011,11.4
SWE,2012,11.6
SWE,2013,12.3
SWE,2014,11.4
SWE,2015,11.7
SWE,2016,11.1
SWE,2017,11.4
SWE,2018,12.2
CHE,1960,21.2
CHE,1961,20.6
CHE,1962,21.1
CHE,1963,19.2
CHE,1964,19
CHE,1965,21
CHE,1966,20.8
CHE,1967,19.7
CHE,1968,19.4
CHE,1969,19.2
CHE,1970,20.9
CHE,1971,20.7
CHE,1972,21.6
CHE,1973,20.9
CHE,1974,22.5
CHE,1975,24.3
CHE,1976,23.6
CHE,1977,25.4
CHE,1978,25.3
CHE,1979,25.6
CHE,1980,26.4
CHE,1981,24.5
CHE,1982,25
CHE,1983,25.7
CHE,1984,25
CHE,1985,25.2
CHE,1986,22.8
CHE,1987,24
CHE,1988,22.2
CHE,1989,22.5
CHE,1990,21.7
CHE,1991,22.5
CHE,1992,20.6
CHE,1993,20.2
CHE,1994,21.3
CHE,1995,20.1
CHE,1996,20.1
CHE,1997,18.7
CHE,1998,19
CHE,1999,17.7
CHE,2000,18.7
CHE,2001,18
CHE,2002,19
CHE,2003,16.6
CHE,2004,16.6
CHE,2005,16.6
CHE,2006,16.5
CHE,2007,16.9
CHE,2008,16
CHE,2009,13.4
CHE,2010,11.9
CHE,2011,12.1
CHE,2012,12
CHE,2013,12.2
CHE,2014,11.4
CHE,2015,11.9
CHE,2016,11.1
CHE,2017,11.3
GBR,1960,11.3
GBR,1961,11.4
GBR,1962,12.3
GBR,1963,12.5
GBR,1964,12
GBR,1965,11.1
GBR,1966,10.8
GBR,1967,10.2
GBR,1968,9.9
GBR,1969,9.2
GBR,1970,8.5
GBR,1971,8.4
GBR,1972,8.1
GBR,1973,8.3
GBR,1974,8.4
GBR,1975,8
GBR,1976,8.2
GBR,1977,8.4
GBR,1978,8.6
GBR,1979,9
GBR,1980,9.2
GBR,1981,9.3
GBR,1982,9.2
GBR,1983,9.1
GBR,1984,9.1
GBR,1985,9.3
GBR,1986,8.7
GBR,1987,8.2
GBR,1988,8.8
GBR,1989,7.7
GBR,1990,8.2
GBR,1991,8
GBR,1992,8
GBR,1993,7.7
GBR,1994,7.5
GBR,1995,7.4
GBR,1996,7.1
GBR,1997,7
GBR,1998,7.4
GBR,1999,7.5
GBR,2001,7
GBR,2002,6.9
GBR,2003,6.6
GBR,2004,6.9
GBR,2005,6.7
GBR,2006,6.7
GBR,2007,6.3
GBR,2008,6.9
GBR,2009,6.8
GBR,2010,6.7
GBR,2011,6.9
GBR,2012,6.9
GBR,2013,7.5
GBR,2014,7.4
GBR,2015,7.5
GBR,2016,7.3
USA,1960,13.4
USA,1961,13.1
USA,1962,13.7
USA,1963,13.9
USA,1964,13.5
USA,1965,13.9
USA,1966,13.6
USA,1967,13.3
USA,1968,13.2
USA,1969,13.5
USA,1970,13.9
USA,1971,13.9
USA,1972,14.1
USA,1973,13.9
USA,1974,13.9
USA,1975,14.2
USA,1976,13.9
USA,1977,14.3
USA,1978,13.5
USA,1979,13.1
USA,1980,12.7
USA,1981,12.8
USA,1982,13
USA,1983,13
USA,1984,13.2
USA,1985,13.1
USA,1986,13.6
USA,1987,13.4
USA,1988,13
USA,1989,12.8
USA,1990,13.1
USA,1991,12.9
USA,1992,12.5
USA,1993,12.6
USA,1994,12.5
USA,1995,12.4
USA,1996,12.1
USA,1997,11.9
USA,1998,11.7
USA,1999,11.1
USA,2000,10.8
USA,2001,11.1
USA,2002,11.3
USA,2003,11.1
USA,2004,11.3
USA,2005,11.2
USA,2006,11.3
USA,2007,11.7
USA,2008,12
USA,2009,12.2
USA,2010,12.5
USA,2011,12.8
USA,2012,13
USA,2013,13.1
USA,2014,13.5
USA,2015,13.8
USA,2016,14
USA,2017,14.5
BRA,1979,4.3
BRA,1980,4.9
BRA,1981,4.7
BRA,1982,4.5
BRA,1983,5.1
BRA,1984,4.9
BRA,1985,4.7
BRA,1990,4.7
BRA,1991,5
BRA,1992,4.8
BRA,1993,4.7
BRA,1994,4.9
BRA,1995,5.4
BRA,1996,5.5
BRA,1997,5.4
BRA,1998,5.3
BRA,1999,4.8
BRA,2000,5
BRA,2001,5.4
BRA,2002,5.2
BRA,2003,5.1
BRA,2004,5.2
BRA,2005,5.5
BRA,2006,5.3
BRA,2007,5.4
BRA,2008,5.5
BRA,2009,5.5
BRA,2010,5.4
BRA,2011,5.6
BRA,2012,5.8
BRA,2013,5.8
BRA,2014,5.7
BRA,2015,6
BRA,2016,5.9
BRA,2017,6.4
BRA,2018,6.4
BRA,2019,6.4
CHL,1960,10.8
CHL,1961,10
CHL,1962,8.9
CHL,1963,5
CHL,1964,3.9
CHL,1965,2.8
CHL,1966,9.4
CHL,1967,3.4
CHL,1968,11.8
CHL,1969,9.4
CHL,1970,7.9
CHL,1971,7.7
CHL,1972,7.3
CHL,1973,7.1
CHL,1974,7.8
CHL,1975,9.5
CHL,1976,7.7
CHL,1977,7.9
CHL,1978,7
CHL,1979,7.6
CHL,1980,6
CHL,1981,7.3
CHL,1982,7.4
CHL,1984,7.6
CHL,1985,7.6
CHL,1986,6.8
CHL,1987,6.9
CHL,1988,6.9
CHL,1989,6.9
CHL,1990,7
CHL,1991,7.2
CHL,1992,5.8
CHL,1993,6.8
CHL,1994,6.9
CHL,1995,7.9
CHL,1996,7.5
CHL,1997,7.3
CHL,1998,8.2
CHL,1999,8.1
CHL,2000,11.1
CHL,2001,11.7
CHL,2002,11.5
CHL,2003,11.6
CHL,2004,11.8
CHL,2005,11.2
CHL,2006,11.7
CHL,2007,11.8
CHL,2008,13.1
CHL,2009,13.3
CHL,2010,12.2
CHL,2011,12.3
CHL,2012,11
CHL,2013,10.3
CHL,2014,10.4
CHL,2015,10.7
CHL,2016,10.4
CHL,2017,10.4
CHL,2018,9.8
EST,1981,39.2
EST,1982,34.6
EST,1985,33
EST,1986,30.2
EST,1987,27.3
EST,1988,26.8
EST,1989,27.4
EST,1990,29.6
EST,1991,29.5
EST,1992,34.5
EST,1993,40.8
EST,1994,43.6
EST,1995,42.7
EST,1996,41
EST,1997,38.5
EST,1998,35.2
EST,1999,34.7
EST,2000,26.9
EST,2001,29.1
EST,2002,26.7
EST,2003,24.5
EST,2004,23.5
EST,2005,19.6
EST,2006,17.3
EST,2007,18.2
EST,2008,17.3
EST,2009,19.3
EST,2010,15.9
EST,2011,15.3
EST,2012,16.6
EST,2013,15.3
EST,2014,17.5
EST,2015,14.1
EST,2016,13
EST,2017,16.1
EST,2018,13.6
EST,2019,13.8
ISR,1975,11.4
ISR,1976,11.4
ISR,1977,8.6
ISR,1978,7.8
ISR,1979,9.3
ISR,1980,8.4
ISR,1981,7.2
ISR,1982,6.8
ISR,1983,8.5
ISR,1984,7.6
ISR,1985,7.8
ISR,1986,9.1
ISR,1987,9
ISR,1988,9.4
ISR,1989,10.8
ISR,1990,8.8
ISR,1991,9.8
ISR,1992,9.5
ISR,1993,9.1
ISR,1994,10.1
ISR,1995,8.4
ISR,1996,6.8
ISR,1997,8
ISR,1998,6.6
ISR,1999,7.2
ISR,2000,7.3
ISR,2001,7.3
ISR,2002,6.8
ISR,2003,7.5
ISR,2004,7.1
ISR,2005,7.3
ISR,2006,6
ISR,2007,5.3
ISR,2008,5.7
ISR,2009,6.2
ISR,2010,7.4
ISR,2011,6.2
ISR,2012,6.4
ISR,2013,5.5
ISR,2014,5.5
ISR,2015,4.9
ISR,2016,5.4
ISR,2017,5.5
ISR,2018,6
RUS,1980,37.1
RUS,1981,36.7
RUS,1982,37
RUS,1985,33.6
RUS,1986,25.5
RUS,1987,25.7
RUS,1988,27
RUS,1989,28.3
RUS,1990,28.9
RUS,1991,28.7
RUS,1992,33.1
RUS,1993,40.4
RUS,1994,44.4
RUS,1995,43.4
RUS,1996,40.9
RUS,1997,38.7
RUS,1998,36.3
RUS,1999,39.9
RUS,2000,39.5
RUS,2001,39.5
RUS,2002,38.1
RUS,2003,35.6
RUS,2004,33.7
RUS,2005,31.3
RUS,2006,29.1
RUS,2007,28
RUS,2008,26.1
RUS,2009,25.4
RUS,2010,22.5
RUS,2011,21
RUS,2012,20
RUS,2013,19.3
RUS,2014,17.9
RUS,2015,16.9
RUS,2019,11.5
SVN,1985,35.7
SVN,1986,32.8
SVN,1987,34
SVN,1988,34.5
SVN,1989,36.8
SVN,1990,30.1
SVN,1991,34.5
SVN,1992,31
SVN,1993,32.2
SVN,1994,32.1
SVN,1995,29
SVN,1996,31.1
SVN,1997,30
SVN,1998,30.9
SVN,1999,29.7
SVN,2000,29.3
SVN,2001,28.6
SVN,2002,26.1
SVN,2003,27.1
SVN,2004,24
SVN,2005,23.6
SVN,2006,24.6
SVN,2007,19.9
SVN,2008,18.6
SVN,2009,20
SVN,2010,18.6
SVN,2011,19.3
SVN,2012,19.3
SVN,2013,19.6
SVN,2014,16.9
SVN,2015,18.1
SVN,2016,16.3
SVN,2017,17.3
SVN,2018,15.1
SVN,2019,16.5
ZAF,1996,0.5
ZAF,1997,0.4
ZAF,1998,0.6
ZAF,1999,0.8
ZAF,2000,0.7
ZAF,2001,0.9
ZAF,2002,0.6
ZAF,2003,0.7
ZAF,2004,1
ZAF,2005,1.2
ZAF,2006,1.3
ZAF,2007,1
ZAF,2008,1.1
ZAF,2009,0.8
ZAF,2010,0.9
ZAF,2011,0.8
ZAF,2012,1.1
ZAF,2013,1.3
ZAF,2014,1.2
ZAF,2015,1
TUR,2009,2
TUR,2010,2.4
TUR,2011,1.7
TUR,2012,2.1
TUR,2013,2.6
TUR,2014,2.3
TUR,2015,2.1
TUR,2016,2.6
TUR,2019,4.4
COL,1960,4.1
COL,1961,5.4
COL,1962,6.3
COL,1963,6
COL,1964,6.3
COL,1965,9.2
COL,1966,7.6
COL,1967,8.8
COL,1968,5.6
COL,1969,4.5
COL,1972,5
COL,1974,5.1
COL,1975,5
COL,1976,4.9
COL,1977,4.1
COL,1984,5.2
COL,1985,4.9
COL,1986,4.6
COL,1990,3.5
COL,1991,3.6
COL,1992,4
COL,1993,4.1
COL,1994,4.4
COL,1995,4.1
COL,1996,4.2
COL,1997,4
COL,1998,6.8
COL,1999,6.4
COL,2000,6.7
COL,2001,6.7
COL,2002,6.2
COL,2003,6.1
COL,2004,6.1
COL,2005,5.8
COL,2006,5.6
COL,2007,5.4
COL,2008,5.5
COL,2009,5.4
COL,2010,4.9
COL,2011,4.7
COL,2012,4.8
COL,2013,4.7
COL,2014,4.8
COL,2015,5.2
COL,2016,5.3
COL,2017,5.7
LVA,1980,34.4
LVA,1981,35.1
LVA,1982,36.6
LVA,1983,35.1
LVA,1984,36
LVA,1985,31.1
LVA,1986,26.7
LVA,1987,25.2
LVA,1988,24.5
LVA,1989,27.7
LVA,1990,27.7
LVA,1991,29.9
LVA,1992,36.7
LVA,1993,44.2
LVA,1994,42
LVA,1995,42
LVA,1996,38
LVA,1997,36.7
LVA,1998,34.9
LVA,1999,31.9
LVA,2000,32.9
LVA,2001,30.2
LVA,2002,29
LVA,2003,26
LVA,2004,24.2
LVA,2005,24.4
LVA,2006,21.1
LVA,2007,19.9
LVA,2008,23.1
LVA,2009,23.1
LVA,2010,19.7
LVA,2011,19.9
LVA,2012,20.5
LVA,2013,17.8
LVA,2014,18.1
LVA,2015,18.1
LVA,2016,17.3
LVA,2017,16.9
LVA,2018,14.3
LTU,1981,36.8
LTU,1982,37.2
LTU,1985,37.1
LTU,1986,28
LTU,1987,32
LTU,1988,29.2
LTU,1989,29.6
LTU,1990,28.6
LTU,1991,33.2
LTU,1992,38
LTU,1993,46
LTU,1994,49.9
LTU,1995,50
LTU,1996,51
LTU,1997,48
LTU,1998,46.3
LTU,1999,46
LTU,2000,48.4
LTU,2001,45.7
LTU,2002,46
LTU,2003,43
LTU,2004,41.1
LTU,2005,39.4
LTU,2006,31.2
LTU,2007,31
LTU,2008,33.7
LTU,2009,34.5
LTU,2010,31.6
LTU,2011,32.2
LTU,2012,29.5
LTU,2013,34.8
LTU,2014,29.8
LTU,2015,29
LTU,2016,26.7
LTU,2017,24.4
LTU,2018,22.2
LTU,2019,21.6
CRI,1961,5.2
CRI,1962,4.2
CRI,1963,6.2
CRI,1964,5.5
CRI,1965,3.8
CRI,1966,5.4
CRI,1967,6
CRI,1968,4.3
CRI,1969,4.7
CRI,1970,4
CRI,1971,5.3
CRI,1972,4.9
CRI,1973,4.9
CRI,1974,5.3
CRI,1975,6.1
CRI,1976,8.7
CRI,1977,6
CRI,1978,5.4
CRI,1979,5.2
CRI,1980,7.3
CRI,1981,5.3
CRI,1982,5.8
CRI,1983,7.2
CRI,1985,6.5
CRI,1986,7.3
CRI,1987,6.1
CRI,1988,8.5
CRI,1989,7.8
CRI,1990,7.4
CRI,1991,6.4
CRI,1992,7
CRI,1993,7.3
CRI,1994,6.7
CRI,1995,7.3
CRI,1996,6.9
CRI,1997,6.2
CRI,1998,7
CRI,1999,7.1
CRI,2000,7.3
CRI,2001,6.6
CRI,2002,8.1
CRI,2003,8.8
CRI,2004,8.8
CRI,2005,7.2
CRI,2006,8.6
CRI,2007,6.4
CRI,2008,6.3
CRI,2009,6.6
CRI,2010,7.1
CRI,2011,7.1
CRI,2012,6.7
CRI,2013,7
CRI,2014,5.8
CRI,2015,6.7
CRI,2016,7
CRI,2017,5.7
CRI,2019,7.7
AUS,1960,19.2
AUS,1961,21.4
AUS,1962,24
AUS,1963,26.3
AUS,1964,24.4
AUS,1965,23.5
AUS,1966,22.9
AUS,1967,24
AUS,1968,21.5
AUS,1969,21.2
AUS,1970,21.4
AUS,1971,22.4
AUS,1972,20.7
AUS,1973,19.3
AUS,1974,20
AUS,1975,18.5
AUS,1976,18.9
AUS,1977,19
AUS,1978,18.2
AUS,1979,18.9
AUS,1980,18.8
AUS,1981,19.5
AUS,1982,19.8
AUS,1983,19.3
AUS,1984,19.2
AUS,1985,20
AUS,1986,21.6
AUS,1987,23.4
AUS,1988,22.1
AUS,1989,20.8
AUS,1990,22
AUS,1991,22.2
AUS,1992,21.4
AUS,1993,19.7
AUS,1994,22
AUS,1995,19.7
AUS,1996,22.4
AUS,1997,23.3
AUS,1998,23
AUS,1999,21.9
AUS,2000,20.4
AUS,2001,20.6
AUS,2002,18.9
AUS,2003,17.4
AUS,2004,17.2
AUS,2006,16.5
AUS,2007,16.5
AUS,2008,17.4
AUS,2009,16.6
AUS,2010,17.1
AUS,2011,16.6
AUS,2012,17.4
AUS,2013,17.2
AUS,2014,19.2
AUS,2015,20
AUS,2016,18.3
AUS,2017,19.8
AUS,2018,19
AUS,1960,7.5
AUS,1961,8.1
AUS,1962,10.3
AUS,1963,12.8
AUS,1964,11.9
AUS,1965,12.9
AUS,1966,12.6
AUS,1967,13.4
AUS,1968,10.2
AUS,1969,9.4
AUS,1970,9.1
AUS,1971,10.9
AUS,1972,9.9
AUS,1973,8.8
AUS,1974,8.8
AUS,1975,8.3
AUS,1976,6.9
AUS,1977,7.3
AUS,1978,7.6
AUS,1979,7.5
AUS,1980,6.3
AUS,1981,6.3
AUS,1982,6.7
AUS,1983,5.8
AUS,1984,5.8
AUS,1985,5.9
AUS,1986,6.2
AUS,1987,5.8
AUS,1988,5.9
AUS,1989,5.4
AUS,1990,5.4
AUS,1991,5.8
AUS,1992,5.5
AUS,1993,4.7
AUS,1994,4.8
AUS,1995,5.2
AUS,1996,5.1
AUS,1997,6.1
AUS,1998,5.6
AUS,1999,5.2
AUS,2000,5.2
AUS,2001,5.3
AUS,2002,5.1
AUS,2003,4.7
AUS,2004,4.4
AUS,2006,4.8
AUS,2007,5
AUS,2008,4.7
AUS,2009,5
AUS,2010,4.9
AUS,2011,5.1
AUS,2012,5.7
AUS,2013,5.7
AUS,2014,6
AUS,2015,6.4
AUS,2016,6
AUS,2017,6.5
AUS,2018,5.8
AUT,1960,36.6
AUT,1961,35.5
AUT,1962,37.6
AUT,1963,34.7
AUT,1964,37.5
AUT,1965,36.5
AUT,1966,37.9
AUT,1967,37.6
AUT,1968,37.5
AUT,1969,36.6
AUT,1970,41.9
AUT,1971,37.4
AUT,1972,39.9
AUT,1973,38
AUT,1974,39.7
AUT,1975,41.9
AUT,1976,38.5
AUT,1977,39.8
AUT,1978,41.5
AUT,1979,41.1
AUT,1980,42.2
AUT,1981,44.4
AUT,1982,46.4
AUT,1983,44.3
AUT,1984,44.1
AUT,1985,43.9
AUT,1986,45.5
AUT,1987,43.6
AUT,1988,39.7
AUT,1989,39.5
AUT,1990,38.1
AUT,1991,38.4
AUT,1992,37.5
AUT,1993,36.6
AUT,1994,36.8
AUT,1995,37.7
AUT,1996,38.2
AUT,1997,32.9
AUT,1998,33.3
AUT,1999,31.2
AUT,2000,31.9
AUT,2001,29.2
AUT,2002,32.1
AUT,2003,28.9
AUT,2004,28.8
AUT,2005,27.1
AUT,2006,25.1
AUT,2007,24.3
AUT,2008,23.7
AUT,2009,23.7
AUT,2010,23.3
AUT,2011,23.3
AUT,2012,23.1
AUT,2013,22.3
AUT,2014,22.7
AUT,2015,21.4
AUT,2016,19.9
AUT,2017,20.9
AUT,2018,20.5
AUT,2019,18.4
AUT,1960,14.7
AUT,1961,13.7
AUT,1962,13.2
AUT,1963,13.9
AUT,1964,13.6
AUT,1965,14.9
AUT,1966,14.2
AUT,1967,13.4
AUT,1968,12.9
AUT,1969,14.8
AUT,1970,14.4
AUT,1971,15.2
AUT,1972,14.6
AUT,1973,13.8
AUT,1974,14.8
AUT,1975,13.9
AUT,1976,13.3
AUT,1977,15.1
AUT,1978,14
AUT,1979,14.8
AUT,1980,14.6
AUT,1981,14.8
AUT,1982,14.1
AUT,1983,14.9
AUT,1984,14.5
AUT,1985,15.2
AUT,1986,15.3
AUT,1987,14.9
AUT,1988,12.7
AUT,1989,13.9
AUT,1990,12.9
AUT,1991,11.2
AUT,1992,11.4
AUT,1993,10.7
AUT,1994,11.4
AUT,1995,10.3
AUT,1996,10
AUT,1997,9.5
AUT,1998,8.7
AUT,1999,9.7
AUT,2000,9.7
AUT,2001,9
AUT,2002,8
AUT,2003,8.5
AUT,2004,7.5
AUT,2005,7.5
AUT,2006,6.1
AUT,2007,6.5
AUT,2008,6.3
AUT,2009,6.2
AUT,2010,6
AUT,2011,6.5
AUT,2012,5.7
AUT,2013,6.5
AUT,2014,6.4
AUT,2015,5.7
AUT,2016,5.8
AUT,2017,5
AUT,2018,4.9
AUT,2019,4.6
BEL,1960,26
BEL,1961,26.1
BEL,1962,23.9
BEL,1963,23.4
BEL,1964,24.2
BEL,1965,25.1
BEL,1966,24.4
BEL,1967,25.4
BEL,1968,25.6
BEL,1969,25.8
BEL,1970,26.4
BEL,1971,26
BEL,1972,25.5
BEL,1973,25.3
BEL,1974,25.5
BEL,1975,25
BEL,1976,26.1
BEL,1977,28.7
BEL,1978,31.6
BEL,1979,32.1
BEL,1980,31.9
BEL,1981,33.3
BEL,1982,33.8
BEL,1983,33.6
BEL,1984,36.2
BEL,1985,34.7
BEL,1986,33.6
BEL,1987,34.9
BEL,1988,30.4
BEL,1989,30.1
BEL,1990,29.2
BEL,1991,28.4
BEL,1992,28.4
BEL,1993,33.5
BEL,1994,33.3
BEL,1995,32.7
BEL,1996,30.7
BEL,1997,32.5
BEL,1998,30.6
BEL,1999,27.8
BEL,2000,31
BEL,2001,31.8
BEL,2002,29.9
BEL,2003,30.7
BEL,2004,28.3
BEL,2005,28.5
BEL,2006,26.6
BEL,2007,25
BEL,2008,27.3
BEL,2009,27
BEL,2010,26.8
BEL,2011,27
BEL,2012,26.7
BEL,2013,24.1
BEL,2014,23.6
BEL,2015,23
BEL,2016,23.6
BEL,1960,8.4
BEL,1961,8.1
BEL,1962,7.8
BEL,1963,9.2
BEL,1964,8.4
BEL,1965,9.9
BEL,1966,9.2
BEL,1967,9.6
BEL,1968,10.3
BEL,1969,9.6
BEL,1970,11.8
BEL,1971,9.9
BEL,1972,10.4
BEL,1973,9.6
BEL,1974,10.5
BEL,1975,11.8
BEL,1976,11.6
BEL,1977,13.7
BEL,1978,14.4
BEL,1979,15.1
BEL,1980,16.4
BEL,1981,14.9
BEL,1982,14
BEL,1983,16.1
BEL,1984,15.4
BEL,1985,15
BEL,1986,14.1
BEL,1987,13.5
BEL,1988,12.5
BEL,1989,11.2
BEL,1990,11.3
BEL,1991,10.1
BEL,1992,10.7
BEL,1993,11.1
BEL,1994,11
BEL,1995,11.2
BEL,1996,10.3
BEL,1997,11.2
BEL,1998,10.3
BEL,1999,9.1
BEL,2000,11.4
BEL,2001,10.5
BEL,2002,10.5
BEL,2003,10.1
BEL,2004,9.6
BEL,2005,9.7
BEL,2006,9.5
BEL,2007,9.3
BEL,2008,9.5
BEL,2009,9.6
BEL,2010,9.6
BEL,2011,10.2
BEL,2012,9
BEL,2013,8.8
BEL,2014,9.1
BEL,2015,9
BEL,2016,8.8
CAN,1960,15.9
CAN,1961,16.3
CAN,1962,14.9
CAN,1963,15.3
CAN,1964,16.5
CAN,1965,17.3
CAN,1966,16.9
CAN,1967,17.2
CAN,1968,18.2
CAN,1969,19.7
CAN,1970,20.1
CAN,1971,21.1
CAN,1972,20.7
CAN,1973,21.2
CAN,1974,21.5
CAN,1975,20.3
CAN,1976,20.7
CAN,1977,23.1
CAN,1978,24.4
CAN,1979,22.8
CAN,1980,23.3
CAN,1981,22.9
CAN,1982,24
CAN,1983,25
CAN,1984,22.7
CAN,1985,21.5
CAN,1986,23.9
CAN,1987,23.1
CAN,1988,22.1
CAN,1989,21.7
CAN,1990,21.1
CAN,1991,22.1
CAN,1992,21.2
